onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
28.43798828125	1.99169921875	artefact	n/a	all	all	30.4296875	58241	62320	n/a	n/a	NaN	NaN	NaN	n/a
40.78466796875	0.28955078125	artefact	n/a	all	all	41.07421875	83527	84120	n/a	n/a	NaN	NaN	NaN	n/a
41.83447265625	0.34716796875	artefact	n/a	all	all	42.181640625	85677	86388	n/a	n/a	NaN	NaN	NaN	n/a
69.49560546875	0.31396484375	artefact	n/a	all	all	69.8095703125	142327	142970	n/a	n/a	NaN	NaN	NaN	n/a
90.1650390625	0.2646484375	artefact	n/a	all	all	90.4296875	184658	185200	n/a	n/a	NaN	NaN	NaN	n/a
156.685546875	0.70263671875	artefact	n/a	all	all	157.38818359375	320892	322331	n/a	n/a	NaN	NaN	NaN	n/a
158.36328125	0.4794921875	artefact	n/a	all	all	158.8427734375	324328	325310	n/a	n/a	NaN	NaN	NaN	n/a
159.94189453125	0.33056640625	artefact	n/a	all	all	160.2724609375	327561	328238	n/a	n/a	NaN	NaN	NaN	n/a
5.4228515625	161.560546875	stimulation	SPESclin	all	all	166.9833984375	11106	341982	n/a	n/a	NaN	NaN	NaN	n/a
5.7607421875	0.001	electrical_stimulation	SPESclin	n/a	n/a	5.7617421875	11798	11800.048	monophasic	sTa3-sTa4	0.008	0.2	0.001	n/a
10.7607421875	0.001	electrical_stimulation	SPESclin	n/a	n/a	10.7617421875	22038	22040.048	monophasic	sTa3-sTa4	0.008	0.2	0.001	n/a
15.7607421875	0.001	electrical_stimulation	SPESclin	n/a	n/a	15.7617421875	32278	32280.048	monophasic	sTa3-sTa4	0.008	0.2	0.001	n/a
20.76123046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	20.76223046875	42519	42521.048	monophasic	sTa3-sTa4	0.008	0.2	0.001	n/a
25.76123046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	25.76223046875	52759	52761.048	monophasic	sTa3-sTa4	0.008	0.2	0.001	n/a
30.76123046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	30.76223046875	62999	63001.048	monophasic	sTa3-sTa4	0.008	0.2	0.001	n/a
35.76123046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	35.76223046875	73239	73241.048	monophasic	sTa3-sTa4	0.008	0.2	0.001	n/a
40.76123046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	40.76223046875	83479	83481.048	monophasic	sTa3-sTa4	0.008	0.2	0.001	n/a
45.76123046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	45.76223046875	93719	93721.048	monophasic	sTa3-sTa4	0.008	0.2	0.001	n/a
50.76123046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	50.76223046875	103959	103961.048	monophasic	sTa3-sTa4	0.008	0.2	0.001	n/a
62.51171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	62.51271875	128024	128026.048	monophasic	sTa2-sTa3	0.008	0.2	0.001	n/a
67.51171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	67.51271875	138264	138266.048	monophasic	sTa2-sTa3	0.008	0.2	0.001	n/a
72.51171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	72.51271875	148504	148506.048	monophasic	sTa2-sTa3	0.008	0.2	0.001	n/a
77.51171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	77.51271875	158744	158746.048	monophasic	sTa2-sTa3	0.008	0.2	0.001	n/a
82.51171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	82.51271875	168984	168986.048	monophasic	sTa2-sTa3	0.008	0.2	0.001	n/a
87.51171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	87.51271875	179224	179226.048	monophasic	sTa2-sTa3	0.008	0.2	0.001	n/a
92.51171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	92.51271875	189464	189466.048	monophasic	sTa2-sTa3	0.008	0.2	0.001	n/a
97.51171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	97.51271875	199704	199706.048	monophasic	sTa2-sTa3	0.008	0.2	0.001	n/a
102.51171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	102.51271875	209944	209946.048	monophasic	sTa2-sTa3	0.008	0.2	0.001	n/a
107.51220703125	0.001	electrical_stimulation	SPESclin	n/a	n/a	107.51320703125	220185	220187.048	monophasic	sTa2-sTa3	0.008	0.2	0.001	n/a
119.27490234375	0.001	electrical_stimulation	SPESclin	n/a	n/a	119.27590234375	244275	244277.048	monophasic	sTa1-sTa2	0.008	0.2	0.001	n/a
124.27490234375	0.001	electrical_stimulation	SPESclin	n/a	n/a	124.27590234375	254515	254517.048	monophasic	sTa1-sTa2	0.008	0.2	0.001	n/a
129.27490234375	0.001	electrical_stimulation	SPESclin	n/a	n/a	129.27590234375	264755	264757.048	monophasic	sTa1-sTa2	0.008	0.2	0.001	n/a
134.27490234375	0.001	electrical_stimulation	SPESclin	n/a	n/a	134.27590234375	274995	274997.048	monophasic	sTa1-sTa2	0.008	0.2	0.001	n/a
139.27490234375	0.001	electrical_stimulation	SPESclin	n/a	n/a	139.27590234375	285235	285237.048	monophasic	sTa1-sTa2	0.008	0.2	0.001	n/a
144.27490234375	0.001	electrical_stimulation	SPESclin	n/a	n/a	144.27590234375	295475	295477.048	monophasic	sTa1-sTa2	0.008	0.2	0.001	n/a
149.27490234375	0.001	electrical_stimulation	SPESclin	n/a	n/a	149.27590234375	305715	305717.048	monophasic	sTa1-sTa2	0.008	0.2	0.001	n/a
154.27490234375	0.001	electrical_stimulation	SPESclin	n/a	n/a	154.27590234375	315955	315957.048	monophasic	sTa1-sTa2	0.008	0.2	0.001	n/a
159.27490234375	0.001	electrical_stimulation	SPESclin	n/a	n/a	159.27590234375	326195	326197.048	monophasic	sTa1-sTa2	0.008	0.2	0.001	n/a
164.275390625	0.001	electrical_stimulation	SPESclin	n/a	n/a	164.276390625	336436	336438.048	monophasic	sTa1-sTa2	0.008	0.2	0.001	n/a
