onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
18.296875	5.3837890625	artefact	n/a	all	all	23.6806640625	37472	48498	n/a	n/a	n/a	n/a	n/a	n/a
40.0830078125	0.2421875	artefact	n/a	all	all	40.3251953125	82090	82586	n/a	n/a	n/a	n/a	n/a	n/a
49.53857421875	1.63818359375	artefact	n/a	all	all	51.1767578125	101455	104810	n/a	n/a	n/a	n/a	n/a	n/a
53.5390625	0.96533203125	artefact	n/a	all	all	54.50439453125	109648	111625	n/a	n/a	n/a	n/a	n/a	n/a
215.22509765625	6.185546875	artefact	n/a	all	all	221.41064453125	440781	453449	n/a	n/a	n/a	n/a	n/a	n/a
233.65576171875	1.4443359375	artefact	n/a	all	all	235.10009765625	478527	481485	n/a	n/a	n/a	n/a	n/a	n/a
261.3095703125	0.9794921875	artefact	n/a	all	all	262.2890625	535162	537168	n/a	n/a	n/a	n/a	n/a	n/a
283.46875	3.560546875	artefact	n/a	all	all	287.029296875	580544	587836	n/a	n/a	n/a	n/a	n/a	n/a
320.61572265625	0.32568359375	artefact	n/a	all	all	320.94140625	656621	657288	n/a	n/a	n/a	n/a	n/a	n/a
336.59228515625	5.2421875	artefact	n/a	all	all	341.83447265625	689341	700077	n/a	n/a	n/a	n/a	n/a	n/a
354.884765625	4.54052734375	artefact	n/a	all	all	359.42529296875	726804	736103	n/a	n/a	n/a	n/a	n/a	n/a
390.986328125	3.990234375	artefact	n/a	all	all	394.9765625	800740	808912	n/a	n/a	n/a	n/a	n/a	n/a
416.97802734375	1.6025390625	artefact	n/a	all	all	418.58056640625	853971	857253	n/a	n/a	n/a	n/a	n/a	n/a
430.8095703125	0.583984375	artefact	n/a	all	all	431.3935546875	882298	883494	n/a	n/a	n/a	n/a	n/a	n/a
431.97802734375	0.72607421875	artefact	n/a	all	all	432.7041015625	884691	886178	n/a	n/a	n/a	n/a	n/a	n/a
438.85595703125	2.24560546875	artefact	n/a	all	all	441.1015625	898777	903376	n/a	n/a	n/a	n/a	n/a	n/a
483.13818359375	4.115234375	artefact	n/a	all	all	487.25341796875	989467	997895	n/a	n/a	n/a	n/a	n/a	n/a
544.45703125	1.51953125	artefact	n/a	all	all	545.9765625	1115048	1118160	n/a	n/a	n/a	n/a	n/a	n/a
603.32177734375	0.2587890625	artefact	n/a	all	all	603.58056640625	1235603	1236133	n/a	n/a	n/a	n/a	n/a	n/a
611.05126953125	1.52783203125	artefact	n/a	all	all	612.5791015625	1251433	1254562	n/a	n/a	n/a	n/a	n/a	n/a
622.66259765625	6.7109375	artefact	n/a	all	all	629.37353515625	1275213	1288957	n/a	n/a	n/a	n/a	n/a	n/a
639.15673828125	0.95166015625	artefact	n/a	all	all	640.1083984375	1308993	1310942	n/a	n/a	n/a	n/a	n/a	n/a
646.65234375	0.52587890625	artefact	n/a	all	all	647.17822265625	1324344	1325421	n/a	n/a	n/a	n/a	n/a	n/a
652.4453125	1.41943359375	artefact	n/a	all	all	653.86474609375	1336208	1339115	n/a	n/a	n/a	n/a	n/a	n/a
677.16162109375	1.611328125	artefact	n/a	all	all	678.77294921875	1386827	1390127	n/a	n/a	n/a	n/a	n/a	n/a
683.388671875	2.6376953125	artefact	n/a	all	all	686.0263671875	1399580	1404982	n/a	n/a	n/a	n/a	n/a	n/a
689.5712890625	2.4228515625	artefact	n/a	all	all	691.994140625	1412242	1417204	n/a	n/a	n/a	n/a	n/a	n/a
694.69091796875	0.90576171875	artefact	n/a	all	all	695.5966796875	1422727	1424582	n/a	n/a	n/a	n/a	n/a	n/a
723.11328125	3.9150390625	artefact	n/a	all	all	727.0283203125	1480936	1488954	n/a	n/a	n/a	n/a	n/a	n/a
738.34716796875	10.45068359375	artefact	n/a	all	all	748.7978515625	1512135	1533538	n/a	n/a	n/a	n/a	n/a	n/a
753.06298828125	0.3173828125	artefact	n/a	all	all	753.38037109375	1542273	1542923	n/a	n/a	n/a	n/a	n/a	n/a
778.861328125	1.07666015625	artefact	n/a	all	all	779.93798828125	1595108	1597313	n/a	n/a	n/a	n/a	n/a	n/a
793.6953125	0.92041015625	artefact	n/a	all	all	794.61572265625	1625488	1627373	n/a	n/a	n/a	n/a	n/a	n/a
824.10205078125	4.60888671875	artefact	n/a	all	all	828.7109375	1687761	1697200	n/a	n/a	n/a	n/a	n/a	n/a
878.9296875	0.69287109375	artefact	n/a	all	all	879.62255859375	1800048	1801467	n/a	n/a	n/a	n/a	n/a	n/a
883.36181640625	3.7314453125	artefact	n/a	all	all	887.09326171875	1809125	1816767	n/a	n/a	n/a	n/a	n/a	n/a
894.77294921875	47.88427734375	artefact	n/a	all	all	942.6572265625	1832495	1930562	n/a	n/a	n/a	n/a	n/a	n/a
961.6259765625	1.16015625	artefact	n/a	all	all	962.7861328125	1969410	1971786	n/a	n/a	n/a	n/a	n/a	n/a
964.85595703125	0.333984375	artefact	n/a	all	all	965.18994140625	1976025	1976709	n/a	n/a	n/a	n/a	n/a	n/a
979.65771484375	1.310546875	artefact	n/a	all	all	980.96826171875	2006339	2009023	n/a	n/a	n/a	n/a	n/a	n/a
988.5205078125	1.3857421875	artefact	n/a	all	all	989.90625	2024490	2027328	n/a	n/a	n/a	n/a	n/a	n/a
992.068359375	3.6640625	artefact	n/a	all	all	995.732421875	2031756	2039260	n/a	n/a	n/a	n/a	n/a	n/a
999.60400390625	1.89306640625	artefact	n/a	all	all	1001.4970703125	2047189	2051066	n/a	n/a	n/a	n/a	n/a	n/a
1005.7041015625	12.54052734375	artefact	n/a	all	all	1018.24462890625	2059682	2085365	n/a	n/a	n/a	n/a	n/a	n/a
1025.560546875	12.74658203125	artefact	n/a	all	all	1038.30712890625	2100348	2126453	n/a	n/a	n/a	n/a	n/a	n/a
1048.90771484375	0.38427734375	artefact	n/a	all	all	1049.2919921875	2148163	2148950	n/a	n/a	n/a	n/a	n/a	n/a
1058.04150390625	4.81787109375	artefact	n/a	all	all	1062.859375	2166869	2176736	n/a	n/a	n/a	n/a	n/a	n/a
1070.4052734375	2.220703125	artefact	n/a	all	all	1072.6259765625	2192190	2196738	n/a	n/a	n/a	n/a	n/a	n/a
1086.89453125	0.97705078125	artefact	n/a	all	all	1087.87158203125	2225960	2227961	n/a	n/a	n/a	n/a	n/a	n/a
1157.86474609375	0.38671875	artefact	n/a	all	all	1158.25146484375	2371307	2372099	n/a	n/a	n/a	n/a	n/a	n/a
1199.38525390625	1.529296875	artefact	n/a	all	all	1200.91455078125	2456341	2459473	n/a	n/a	n/a	n/a	n/a	n/a
1204.2265625	0.7099609375	artefact	n/a	all	all	1204.9365234375	2466256	2467710	n/a	n/a	n/a	n/a	n/a	n/a
1211.69091796875	2.9130859375	artefact	n/a	all	all	1214.60400390625	2481543	2487509	n/a	n/a	n/a	n/a	n/a	n/a
1222.515625	2.02001953125	artefact	n/a	all	all	1224.53564453125	2503712	2507849	n/a	n/a	n/a	n/a	n/a	n/a
1270.2802734375	1.2021484375	artefact	n/a	all	all	1271.482421875	2601534	2603996	n/a	n/a	n/a	n/a	n/a	n/a
1385.5205078125	0.63427734375	artefact	n/a	all	all	1386.15478515625	2837546	2838845	n/a	n/a	n/a	n/a	n/a	n/a
1387.505859375	1.5908203125	artefact	n/a	all	all	1389.0966796875	2841612	2844870	n/a	n/a	n/a	n/a	n/a	n/a
1415.5390625	0.58447265625	artefact	n/a	all	all	1416.12353515625	2899024	2900221	n/a	n/a	n/a	n/a	n/a	n/a
1539.46044921875	2.0537109375	artefact	n/a	all	all	1541.51416015625	3152815	3157021	n/a	n/a	n/a	n/a	n/a	n/a
1544.2119140625	4.18994140625	artefact	n/a	all	all	1548.40185546875	3162546	3171127	n/a	n/a	n/a	n/a	n/a	n/a
1572.59521484375	1.73828125	artefact	n/a	all	all	1574.33349609375	3220675	3224235	n/a	n/a	n/a	n/a	n/a	n/a
1622.59228515625	0.7265625	artefact	n/a	all	all	1623.31884765625	3323069	3324557	n/a	n/a	n/a	n/a	n/a	n/a
1660.0498046875	4.22314453125	artefact	n/a	all	all	1664.27294921875	3399782	3408431	n/a	n/a	n/a	n/a	n/a	n/a
1669.31201171875	39.86279296875	artefact	n/a	all	all	1709.1748046875	3418751	3500390	n/a	n/a	n/a	n/a	n/a	n/a
1720.31884765625	1.3603515625	artefact	n/a	all	all	1721.67919921875	3523213	3525999	n/a	n/a	n/a	n/a	n/a	n/a
1723.9248046875	1.03466796875	artefact	n/a	all	all	1724.95947265625	3530598	3532717	n/a	n/a	n/a	n/a	n/a	n/a
1725.35205078125	6.77783203125	artefact	n/a	all	all	1732.1298828125	3533521	3547402	n/a	n/a	n/a	n/a	n/a	n/a
1737.9228515625	0.943359375	artefact	n/a	all	all	1738.8662109375	3559266	3561198	n/a	n/a	n/a	n/a	n/a	n/a
