name	x	y	z	size	material	manufacturer	group	hemisphere	silicon	soz	resected	edge	Destrieux_label	Destrieux_label_text
HP01	-2.44098925590515	-1.78287959098816	41.6133842468262	4.2	Platinum	AdTech	grid	L	no	no	no	no	8	G&S_cingul-Mid-Post
HP02	-2.55434656143188	-16.3875522613525	49.3510627746582	4.2	Platinum	AdTech	grid	L	no	no	no	no	16	G_front_sup
HP03	-5.59816455841064	-26.153112411499	56.0088500976562	4.2	Platinum	AdTech	grid	L	no	no	no	no	16	G_front_sup
HP04	-3.38286590576172	-39.4960517883301	57.031810760498	4.2	Platinum	AdTech	grid	L	no	no	no	yes	3	G&S_paracentral
HP05	-4.27846574783325	-48.4520721435547	55.5782890319824	4.2	Platinum	AdTech	grid	L	no	no	no	no	30	G_precuneus
HP06	-10.0134754180908	-58.7453727722168	56.7062568664551	4.2	Platinum	AdTech	grid	L	no	no	no	no	30	G_precuneus
HP07	-7.78833627700806	-64.4561157226562	60.8146171569824	4.2	Platinum	AdTech	grid	L	no	no	no	no	27	G_parietal_sup
HP08	-16.283655166626	-72.915412902832	47.797721862793	4.2	Platinum	AdTech	grid	L	no	no	no	no	27	G_parietal_sup
HP09	-3.50242185592651	-2.41712164878845	54.5605964660645	4.2	Platinum	AdTech	grid	L	no	no	no	no	16	G_front_sup
HP10	-5.77420330047607	-9.5068302154541	57.0136299133301	4.2	Platinum	AdTech	grid	L	no	no	no	no	16	G_front_sup
HP11	-3.4448504447937	-25.2712898254395	65.2011489868164	4.2	Platinum	AdTech	grid	L	no	no	no	no	3	G&S_paracentral
HP12	-0.807038187980652	-35.4414710998535	67.3419799804688	4.2	Platinum	AdTech	grid	L	no	no	yes	yes	3	G&S_paracentral
HP13	-2.57662105560303	-42.2546615600586	70.1386871337891	4.2	Platinum	AdTech	grid	L	no	no	yes	no	3	G&S_paracentral
HP14	-11.8617153167725	-58.4522399902344	59.7547798156738	4.2	Platinum	AdTech	grid	L	no	no	no	yes	30	G_precuneus
HP15	-17.120626449585	-66.3149795532227	63.6567878723145	4.2	Platinum	AdTech	grid	L	no	no	no	no	27	G_parietal_sup
HP16	-22.415397644043	-66.3560409545898	53.5775337219238	4.2	Platinum	AdTech	grid	L	no	no	no	no	27	G_parietal_sup
elA17	NaN	NaN	NaN	NaN	n/a	n/a	other	n/a	no	no	no	no	NaN	n/a
